City,District,School Name,School Type
ADANA,ALADAĞ,Akören Çok Programlı Anadolu Lisesi,Lise
ADANA,ALADAĞ,Akören İlkokulu,İlkokul
ADANA,ALADAĞ,Akören Ortaokulu,Ortaokul
ADANA,ALADAĞ,Aladağ Halk Eğitimi Merkezi,None
ADANA,ALADAĞ,Aladağ İmam Hatip Ortaokulu,Ortaokul
ADANA,ALADAĞ,Aladağ Öğretmenevi ve Akşam Sanat Okulu,None
ADANA,ALADAĞ,Aladağ Sinanpaşa Anadolu İmam Hatip Lisesi,Lise
ADANA,ALADAĞ,Atatürk İlkokulu,İlkokul
ADANA,ALADAĞ,Atatürk Ortaokulu,Ortaokul
ADANA,ALADAĞ,Boztahta Şehit Serdar Yıldırım İlkokulu,İlkokul
ADANA,ALADAĞ,Boztahta Şehit Serdar Yıldırım Ortaokulu,Ortaokul
ADANA,ALADAĞ,Büyüksofulu İmam Hatip Ortaokulu,Ortaokul
ADANA,ALADAĞ,Büyüksofulu Şehit Ziya Şahin İlkokulu,İlkokul
ADANA,ALADAĞ,Ceritler Necati Özsırkıntı İlkokulu,İlkokul
ADANA,ALADAĞ,Darılık İlkokulu,İlkokul
ADANA,ALADAĞ,Dölekli İlkokulu,İlkokul
ADANA,ALADAĞ,Dölekli Ortaokulu,Ortaokul
ADANA,ALADAĞ,Gerdibi İlkokulu,İlkokul
ADANA,ALADAĞ,Gerdibi Ortaokulu,Ortaokul
ADANA,ALADAĞ,Gerdibi Sivişli İlkokulu,İlkokul
ADANA,ALADAĞ,Gökçeköy İlkokulu,İlkokul
ADANA,ALADAĞ,Kabasakal İlkokulu,İlkokul
ADANA,ALADAĞ,Karahan İlkokulu,İlkokul
ADANA,ALADAĞ,Karatepe İlkokulu,İlkokul
ADANA,ALADAĞ,Kıcak Şehit Arif Mamış İlkokulu,İlkokul
ADANA,ALADAĞ,Kıcak Şehit Arif Mamış Ortaokulu,Ortaokul
ADANA,ALADAĞ,Kışlak İlkokulu,İlkokul
ADANA,ALADAĞ,Kızıldam İlkokulu,İlkokul
ADANA,ALADAĞ,Kökez Cumhuriyet İlkokulu,İlkokul
ADANA,ALADAĞ,Kökez İlkokulu,İlkokul
ADANA,ALADAĞ,Kökez Ortaokulu,Ortaokul
ADANA,ALADAĞ,Köprücük İlkokulu,İlkokul
ADANA,ALADAĞ,Köprücük Mengez İlkokulu,İlkokul
ADANA,ALADAĞ,Küp İlkokulu,İlkokul
ADANA,ALADAĞ,Sanko Aladağ Anadolu Lisesi,Lise
ADANA,ALADAĞ,Şehit Adem Oğuz Yatılı Bölge Ortaokulu,Ortaokul
ADANA,ALADAĞ,Sinanpaşa İlkokulu,İlkokul
ADANA,ALADAĞ,Yetimli İlkokulu,İlkokul
ADANA,CEYHAN,100. Yıl Sarısakal İlkokulu,İlkokul
ADANA,CEYHAN,23 Nisan İlkokulu,İlkokul
ADANA,CEYHAN,60.Yıl Manas İlkokulu,İlkokul
ADANA,CEYHAN,75.Yıl Cumhuriyet Anaokulu,Anaokulu
ADANA,CEYHAN,Ali Fevziye Özçelik İlkokulu,İlkokul
ADANA,CEYHAN,Altı Ocak Ticaret Mesleki ve Teknik Anadolu Lisesi,Lise
ADANA,CEYHAN,Anadolu İmam Hatip Lisesi,Lise
ADANA,CEYHAN,Arif Nihat Asya Ortaokulu,Ortaokul
ADANA,CEYHAN,Arif-Hasan Bilici İmam Hatip Ortaokulu,Ortaokul
ADANA,CEYHAN,Atatürk İlkokulu,İlkokul
ADANA,CEYHAN,Ayşe Malaz İlkokulu,İlkokul
ADANA,CEYHAN,Başören İlkokulu,İlkokul
ADANA,CEYHAN,Başören Ortaokulu,Ortaokul
ADANA,CEYHAN,Beşocak İlkokulu,İlkokul
ADANA,CEYHAN,Birkent İlkokulu,İlkokul
ADANA,CEYHAN,Birkent Ortaokulu,Ortaokul
ADANA,CEYHAN,Borsa İstanbul Ceyhan Anadolu Lisesi,Lise
ADANA,CEYHAN,Botaş İlkokulu,İlkokul
ADANA,CEYHAN,Botaş Ortaokulu,Ortaokul
ADANA,CEYHAN,Büyükmangıt Atakuş Kardeşler Anaokulu,Anaokulu
ADANA,CEYHAN,Büyükmangıt Şehit Cüneyt Muhacir Ortaokulu,Ortaokul
ADANA,CEYHAN,Çakabey Denizcilik Mesleki ve Teknik Anadolu Lisesi,Lise
ADANA,CEYHAN,Çakaldere İlkokulu,İlkokul
ADANA,CEYHAN,Çataklı Tatarlı Bakırlı İlkokulu,İlkokul
ADANA,CEYHAN,Çataklı Tatarlı Bakırlı Ortaokulu,Ortaokul
ADANA,CEYHAN,Cengiz Topel İlkokulu,İlkokul
ADANA,CEYHAN,Cennet Çetin Anaokulu,Anaokulu
ADANA,CEYHAN,Ceyhan Anadolu Lisesi,Lise
ADANA,CEYHAN,Ceyhan Biliciler Mesleki ve Teknik Anadolu Lisesi,Lise
ADANA,CEYHAN,Ceyhan Bilim ve Sanat Merkezi,None
ADANA,CEYHAN,Ceyhan Devlet Hastanesi Bekir Özer Anaokulu,Anaokulu
ADANA,CEYHAN,Ceyhan Halk Eğitimi Merkezi,None
ADANA,CEYHAN,Ceyhan Kız Anadolu İmam Hatip Lisesi,Lise
ADANA,CEYHAN,Ceyhan Mesleki Eğitim Merkezi,None
ADANA,CEYHAN,Ceyhan Mesleki ve Teknik Anadolu Lisesi,Lise
ADANA,CEYHAN,Ceyhan Öğretmenevi ve Akşam Sanat Okulu,None
ADANA,CEYHAN,Ceyhan Özel Eğitim Uygulama Okulu III. Kademe,None
ADANA,CEYHAN,Ceyhan Polis Amca Anaokulu,Anaokulu
ADANA,CEYHAN,Ceyhan Rehberlik ve Araştırma Merkezi,None
ADANA,CEYHAN,Ceyhan Şehit Tuncay Ateş İmam Hatip Ortaokulu,Ortaokul
ADANA,CEYHAN,Ceyhan Ticaret Borsası Sosyal Bilimler Lisesi,Lise
ADANA,CEYHAN,Cumhuriyet İlkokulu,İlkokul
ADANA,CEYHAN,Dokuztekne Şehit Adem Çoban  İlkokulu,İlkokul
ADANA,CEYHAN,Dokuztekne Şehit Adem Çoban Ortaokulu,Ortaokul
ADANA,CEYHAN,Doruk Merkez İlkokulu,İlkokul
ADANA,CEYHAN,Doruk Şehit Necip Un Ortaokulu,Ortaokul
ADANA,CEYHAN,Dumlupınar İlkokulu,İlkokul
ADANA,CEYHAN,Eczacı Bahattin-Sevinç Erdinç Fen Lisesi,Lise
ADANA,CEYHAN,Fatih Sultan Mehmet İlkokulu,İlkokul
ADANA,CEYHAN,Fevzi Çakmak Ortaokulu,Ortaokul
ADANA,CEYHAN,Gazi Ortaokulu,Ortaokul
ADANA,CEYHAN,Gaziosmanpaşa İlkokulu,İlkokul
ADANA,CEYHAN,Güler Aral Anaokulu,Anaokulu
ADANA,CEYHAN,Gümürdülü Ortaokulu,Ortaokul
ADANA,CEYHAN,Gümürdülü Şehit Ali Fuat Haydaroğlu İlkokulu,İlkokul
ADANA,CEYHAN,Gümüşdere İlkokulu,İlkokul
ADANA,CEYHAN,Hafsa Sultan Anaokulu,Anaokulu
ADANA,CEYHAN,Halil Çiftçi Anadolu Lisesi,Lise
ADANA,CEYHAN,Hamdilli İlkokulu,İlkokul
ADANA,CEYHAN,Hamdilli Ortaokulu,Ortaokul
ADANA,CEYHAN,Hamidiye Anaokulu,Anaokulu
ADANA,CEYHAN,Heydar Aliyev Mesleki ve Teknik Anadolu Lisesi,Lise
ADANA,CEYHAN,İhsan Demirtaş İlkokulu,İlkokul
ADANA,CEYHAN,İlbeyli-Beyteks Mesleki ve Teknik Anadolu Lisesi,Lise
ADANA,CEYHAN,İsmail-Ayşe Önük Ortaokulu,Ortaokul
ADANA,CEYHAN,Kadir Sevil Aydar Anaokulu,Anaokulu
ADANA,CEYHAN,Kasım Garipoğlu Anadolu Lisesi,Lise
ADANA,CEYHAN,Kaymakam Gürbüz Karakuş Ortaokulu,Ortaokul
ADANA,CEYHAN,Kıvrıklı İlkokulu,İlkokul
ADANA,CEYHAN,Körkuyu İlkokulu,İlkokul
ADANA,CEYHAN,Kösreli İlkokulu,İlkokul
ADANA,CEYHAN,Kösreli Ortaokulu,Ortaokul
ADANA,CEYHAN,Küçükmangıt İlkokulu,İlkokul
ADANA,CEYHAN,Kurtkulağı Orhan Ekinci İlkokulu,İlkokul
ADANA,CEYHAN,Kurtkulağı Orhan Ekinci Ortaokulu,Ortaokul
ADANA,CEYHAN,Kuzucak İlkokulu,İlkokul
ADANA,CEYHAN,Kuzucak Ortaokulu,Ortaokul
ADANA,CEYHAN,Mehmet Akif Ersoy İlkokulu,İlkokul
ADANA,CEYHAN,Mehmet Orhun Yaylacı Anadolu Lisesi,Lise
ADANA,CEYHAN,Mehmetçik İlkokulu,İlkokul
ADANA,CEYHAN,Mercimek Anaokulu,Anaokulu
ADANA,CEYHAN,Mercimek Tevhide Atçı İlkokulu,İlkokul
ADANA,CEYHAN,Mercimek Tevhide Atçı Ortaokulu,Ortaokul
ADANA,CEYHAN,Mithatpaşa Şehit Battal Özaslan İlkokulu,İlkokul
ADANA,CEYHAN,Mürüvvet - Mahmut Kayhan Anaokulu,Anaokulu
ADANA,CEYHAN,Mustafabeyli İlkokulu,İlkokul
ADANA,CEYHAN,Mustafabeyli Ortaokulu,Ortaokul
ADANA,CEYHAN,Namık Kemal İlkokulu,İlkokul
ADANA,CEYHAN,Necati Akçağlılar İlkokulu,İlkokul
ADANA,CEYHAN,Nurhan Demirtaş Ortaokulu,Ortaokul
ADANA,CEYHAN,Pamukeli Ortaokulu,Ortaokul
ADANA,CEYHAN,Polis Amca Özel Eğitim Anaokulu,Anaokulu
ADANA,CEYHAN,Remzi Oğuz Arık İlkokulu,İlkokul
ADANA,CEYHAN,Şaban Üçgül ve Kardeşleri Mesleki ve Teknik Anadolu Lisesi,Lise
ADANA,CEYHAN,Şadiye Mustafa Caf Ortaokulu,Ortaokul
ADANA,CEYHAN,Sağkaya Çok Programlı Anadolu Lisesi,Lise
ADANA,CEYHAN,Sağkaya İlkokulu,İlkokul
ADANA,CEYHAN,Sağkaya Şehit Eren Öztürk Ortaokulu,Ortaokul
ADANA,CEYHAN,Sakarya İlkokulu,İlkokul
ADANA,CEYHAN,Sakarya Ortaokulu,Ortaokul
ADANA,CEYHAN,Sakine Garipoğlu İlkokulu,İlkokul
ADANA,CEYHAN,Sarıbahçe İlkokulu,İlkokul
ADANA,CEYHAN,Sarısakal İlkokulu,İlkokul
ADANA,CEYHAN,Sarısakal Ortaokulu,Ortaokul
ADANA,CEYHAN,Şehit Adnan Sürücü Ortaokulu,Ortaokul
ADANA,CEYHAN,Şehit Ertan Sevim Ortaokulu,Ortaokul
ADANA,CEYHAN,Şehit Fehmi Koç İlkokulu,İlkokul
ADANA,CEYHAN,Şehit Hüseyin Birimen Ortaokulu,Ortaokul
ADANA,CEYHAN,Şehit İsa Çiçek İlkokulu,İlkokul
ADANA,CEYHAN,Şehit Süleyman Çakır Anaokulu,Anaokulu
ADANA,CEYHAN,Şehit Zeynep Sağır Anadolu Lisesi,Lise
ADANA,CEYHAN,Şerife Topal Anaokulu,Anaokulu
ADANA,CEYHAN,Soysallı Şehit Eren Çelik İlkokulu,İlkokul
ADANA,CEYHAN,Tekfen Vakfı Özel Eğitim Uygulama Merkezi I. Kademe,None
ADANA,CEYHAN,TEKFEN VAKFI ÖZEL EĞİTİM UYGULAMA OKULU II. KADEME,None
ADANA,CEYHAN,Toktamış İlkokulu,İlkokul
ADANA,CEYHAN,Toros Tarım Anadolu Lisesi,Lise
ADANA,CEYHAN,Toros Tarım İlkokulu,İlkokul
ADANA,CEYHAN,Toros Tarım Ortaokulu,Ortaokul
ADANA,CEYHAN,Ülkü Halim Gökçedağ İlkokulu,İlkokul
ADANA,CEYHAN,Yaltır Kardeşler Kız Mesleki ve Teknik Anadolu Lisesi,Lise
ADANA,CEYHAN,Yaltır Kardeşler Ortaokulu,Ortaokul
ADANA,CEYHAN,Yeşildam İlkokulu,İlkokul
ADANA,CEYHAN,Yeşildam Ortaokulu,Ortaokul
ADANA,CEYHAN,YÜKSEL DAL ANAOKULU,None
ADANA,CEYHAN,Zahit Çetin İlkokulu,İlkokul
ADANA,CEYHAN,Zerrin Ziya Çetin Anaokulu,Anaokulu
ADANA,ÇUKUROVA,15 Temmuz Şehitleri Anadolu Lisesi,Lise
ADANA,ÇUKUROVA,Abbas-Sıdıka Çalık Anadolu Lisesi,Lise
ADANA,ÇUKUROVA,Abdullah Cem Turhan Anaokulu,Anaokulu
ADANA,ÇUKUROVA,Adana Anadolu Lisesi,Lise
ADANA,ÇUKUROVA,Adana Çukurova Güzel Sanatlar Lisesi,Lise
ADANA,ÇUKUROVA,Adana Genç İş İnsanları Derneği Ortaokulu,Ortaokul
ADANA,ÇUKUROVA,Adana Kız Lisesi,Lise
ADANA,ÇUKUROVA,Adana Tabipler Odası İlkokulu,İlkokul
ADANA,ÇUKUROVA,Adana Ticaret Borsası Anadolu Lisesi,Lise
ADANA,ÇUKUROVA,Adana Ticaret Odası 125. Yıl İlkokulu,İlkokul
ADANA,ÇUKUROVA,Ahmet Kurttepeli Anadolu Lisesi,Lise
ADANA,ÇUKUROVA,Ahmet Sabancı Anaokulu,Anaokulu
ADANA,ÇUKUROVA,Akşemsettin Ortaokulu,Ortaokul
ADANA,ÇUKUROVA,Alparslan İlkokulu,İlkokul
ADANA,ÇUKUROVA,Alparslan Türkeş Ortaokulu,Ortaokul
ADANA,ÇUKUROVA,Attila İlkokulu,İlkokul
ADANA,ÇUKUROVA,Ayşe Atıl İlkokulu,İlkokul
ADANA,ÇUKUROVA,Barış Manço Anaokulu,Anaokulu
ADANA,ÇUKUROVA,Buhara Ortaokulu,Ortaokul
ADANA,ÇUKUROVA,Çağrıbey Mesleki ve Teknik Anadolu Lisesi,Lise
ADANA,ÇUKUROVA,ÇEAS Anadolu Lisesi,Lise
ADANA,ÇUKUROVA,Çukurova Anaokulu,Anaokulu
ADANA,ÇUKUROVA,Çukurova Bilim ve Sanat Merkezi,None
ADANA,ÇUKUROVA,Çukurova Bilim ve Sanat Merkezi Anaokulu,Anaokulu
ADANA,ÇUKUROVA,Çukurova Borsa İstanbul İlkokulu,İlkokul
ADANA,ÇUKUROVA,Çukurova Elektrik Mesleki ve Teknik Anadolu Lisesi,Lise
ADANA,ÇUKUROVA,Çukurova Halk Eğitimi Merkezi,None
ADANA,ÇUKUROVA,Çukurova İlkokulu,İlkokul
ADANA,ÇUKUROVA,Çukurova İmam Hatip Ortaokulu,Ortaokul
ADANA,ÇUKUROVA,Çukurova Mesleki Eğitim Merkezi,None
ADANA,ÇUKUROVA,Çukurova Özel Eğitim Anaokulu,Anaokulu
ADANA,ÇUKUROVA,Çukurova Rehberlik ve Araştırma Merkezi,None
ADANA,ÇUKUROVA,Çukurova Şehit Aytekin Kuru Halk Eğitimi Merkezi,None
ADANA,ÇUKUROVA,Çukurova Toroslar Anadolu Lisesi,Lise
ADANA,ÇUKUROVA,Dörtler Topalak İlkokulu,İlkokul
ADANA,ÇUKUROVA,DSİ Baraj Ortaokulu,Ortaokul
ADANA,ÇUKUROVA,Edebali İlkokulu,İlkokul
ADANA,ÇUKUROVA,Emine Nabi Menemencioğlu Anadolu Lisesi,Lise
ADANA,ÇUKUROVA,Emine Nabi Menemencioğlu Anaokulu,Anaokulu
ADANA,ÇUKUROVA,Emine Nabi Menemencioğlu İlkokulu,İlkokul
ADANA,ÇUKUROVA,Emine Sapmaz İlkokulu,İlkokul
ADANA,ÇUKUROVA,Ertuğrul Gazi İlkokulu,İlkokul
ADANA,ÇUKUROVA,Fazilet Kibritoğlu Özel Eğitim Uygulama Okulu I. Kademe,None
ADANA,ÇUKUROVA,Fazilet Kibritoğlu Özel Eğitim Uygulama Okulu II. Kademe,None
ADANA,ÇUKUROVA,Gazi Mustafa Kemal Anadolu Lisesi,Lise
ADANA,ÇUKUROVA,Gönül-Ferhat Baykara İlkokulu,İlkokul
ADANA,ÇUKUROVA,Gülbeyaz Güzel Anaokulu,Anaokulu
ADANA,ÇUKUROVA,Hacı Ahmet Atıl Anadolu Lisesi,Lise
ADANA,ÇUKUROVA,Hacı Nazım Turgut İlkokulu,İlkokul
ADANA,ÇUKUROVA,Hasan Adalı Anadolu Lisesi,Lise
ADANA,ÇUKUROVA,Hoca Ahmet Yesevi İlkokulu,İlkokul
ADANA,ÇUKUROVA,Hümeyra Ökten Kız Anadolu İmam Hatip Lisesi,Lise
ADANA,ÇUKUROVA,İbn-i Sina İlkokulu,İlkokul
ADANA,ÇUKUROVA,İbn-i Sina Ortaokulu,Ortaokul
ADANA,ÇUKUROVA,İbrahim Atalı Mesleki ve Teknik Anadolu Lisesi,Lise
ADANA,ÇUKUROVA,İsmail Kulak Anadolu Lisesi,Lise
ADANA,ÇUKUROVA,İsmail Safa Özler Anadolu Lisesi,Lise
ADANA,ÇUKUROVA,Kabasakal Şehit Selçuk Beki İlkokulu,İlkokul
ADANA,ÇUKUROVA,Kabasakal Şehit Selçuk Beki Ortaokulu,Ortaokul
ADANA,ÇUKUROVA,Kenan Çetinel İlkokulu,İlkokul
ADANA,ÇUKUROVA,Kenan Çetinel Ortaokulu,Ortaokul
ADANA,ÇUKUROVA,Kurttepe Borsa İstanbul İlkokulu,İlkokul
ADANA,ÇUKUROVA,Kurttepe Ortaokulu,Ortaokul
ADANA,ÇUKUROVA,Kurttepe Şehit Ali Öztaş Mesleki ve Teknik Anadolu Lisesi,Lise
ADANA,ÇUKUROVA,Lütfiye Bağcivan Anaokulu,Anaokulu
ADANA,ÇUKUROVA,Mehmet Özöncel Anadolu Lisesi,Lise
ADANA,ÇUKUROVA,Mehmet Tal İmam Hatip Ortaokulu,Ortaokul
ADANA,ÇUKUROVA,Mehmet-Bedia Kipri İlkokulu,İlkokul
ADANA,ÇUKUROVA,Meryem-Mehmet Kayhan Ortaokulu,Ortaokul
ADANA,ÇUKUROVA,Mithat Topal Anadolu Lisesi,Lise
ADANA,ÇUKUROVA,Necip Fazıl Kısakürek İlkokulu,İlkokul
ADANA,ÇUKUROVA,Nezihe Yalvaç Mesleki ve Teknik Anadolu Lisesi,Lise
ADANA,ÇUKUROVA,Nigahi Soykan İlkokulu,İlkokul
ADANA,ÇUKUROVA,Niyazi Ekerbiçer Özel Eğitim Meslek Okulu,None
ADANA,ÇUKUROVA,Öğretmen Hıdır Ünverdi Ortaokulu,Ortaokul
ADANA,ÇUKUROVA,Öğretmen Zeynep Erdoğdu Ortaokulu,Ortaokul
ADANA,ÇUKUROVA,Oğuz Kağan Köksal Görme Engelliler İlkokulu,İlkokul
ADANA,ÇUKUROVA,Oğuz Kağan Köksal Görme Engelliler Ortaokulu,Ortaokul
ADANA,ÇUKUROVA,Oğuz Kağan Köksal Özel Eğitim Anaokulu,Anaokulu
ADANA,ÇUKUROVA,Oğuzhan Ortaokulu,Ortaokul
ADANA,ÇUKUROVA,Piri Reis Anadolu Lisesi,Lise
ADANA,ÇUKUROVA,Ramazan Atıl Anadolu Lisesi,Lise
ADANA,ÇUKUROVA,Recep Birsin Özen Ortaokulu,Ortaokul
ADANA,ÇUKUROVA,Sabancı İlkokulu,İlkokul
ADANA,ÇUKUROVA,Salbaş Anadolu Lisesi,Lise
ADANA,ÇUKUROVA,Salbaş Şehit Yasin Eroğlu İlkokulu,İlkokul
ADANA,ÇUKUROVA,Salbaş Şehit Zeki Kütük Ortaokulu,Ortaokul
ADANA,ÇUKUROVA,Şambayadı Şehit İsmet Fatih Alagöz İlkokulu,İlkokul
ADANA,ÇUKUROVA,Şambayadı Şehit İsmet Fatih Alagöz Ortaokulu,Ortaokul
ADANA,ÇUKUROVA,Şehit Adem Algın Anaokulu,Anaokulu
ADANA,ÇUKUROVA,Şehit Cafer Kaşan Anadolu Lisesi,Lise
ADANA,ÇUKUROVA,Şehit Ebubekir Durmuş Ortaokulu,Ortaokul
ADANA,ÇUKUROVA,Şehit Enver Buğur Ortaokulu,Ortaokul
ADANA,ÇUKUROVA,Şehit Kadir Demiryürek Özel Eğitim Uygulama Okulu III. Kademe,None
ADANA,ÇUKUROVA,Şehit Muhammet Ali Demir Ortaokulu,Ortaokul
ADANA,ÇUKUROVA,Şehit Murat Erdem Anadolu Lisesi,Lise
ADANA,ÇUKUROVA,Şehit Mustafa Görenoğlu Anadolu Lisesi,Lise
ADANA,ÇUKUROVA,Şehit Serhat Sığnak Anaokulu,Anaokulu
ADANA,ÇUKUROVA,Şehit Temel Cingöz Anadolu Lisesi,Lise
ADANA,ÇUKUROVA,Şehit Tolga Özdinç İlkokulu,İlkokul
ADANA,ÇUKUROVA,Şehit Yalçın Palıt Anaokulu,Anaokulu
ADANA,ÇUKUROVA,Şehit Yılmaz Bozkurt Ortaokulu,Ortaokul
ADANA,ÇUKUROVA,Şehit Zeki Akgünseven Anaokulu,Anaokulu
ADANA,ÇUKUROVA,Selahaddin Eyyubi İmam Hatip Ortaokulu,Ortaokul
ADANA,ÇUKUROVA,Selcen Hatun Anaokulu,Anaokulu
ADANA,ÇUKUROVA,Semiha Yücel Akdeğirmen İlkokulu,İlkokul
ADANA,ÇUKUROVA,Semiha Yücel Akdeğirmen Ortaokulu,Ortaokul
ADANA,ÇUKUROVA,Seyhan Hacı Hatice Turgut Anadolu Lisesi,Lise
ADANA,ÇUKUROVA,Sıtkı Kulak Ortaokulu,Ortaokul
ADANA,ÇUKUROVA,Şoför ve Otomobilciler Odası Anaokulu,Anaokulu
ADANA,ÇUKUROVA,Sungurbey Anadolu Lisesi,Lise
ADANA,ÇUKUROVA,TOKİ Şehit Bahattin Kalaycı İlkokulu,İlkokul
ADANA,ÇUKUROVA,TOKİ Şehit Bahattin Kalaycı Ortaokulu,Ortaokul
ADANA,ÇUKUROVA,Vakıfbank Ortaokulu,Ortaokul
ADANA,ÇUKUROVA,Vehbi Güzel Anadolu Lisesi,Lise
ADANA,ÇUKUROVA,Vehbi Güzel Kız Mesleki ve Teknik Anadolu Lisesi,Lise
ADANA,ÇUKUROVA,Yaşar Rukiye Kısacık Anadolu İmam Hatip Lisesi,Lise
ADANA,ÇUKUROVA,Yunus Emre İlkokulu,İlkokul
ADANA,FEKE,Ali Kuşçu İlkokulu,İlkokul
ADANA,FEKE,Bahçecik İlkokulu,İlkokul
ADANA,FEKE,Çandırlar Bekirhacılı İlkokulu,İlkokul
ADANA,FEKE,Çandırlar İlkokulu,İlkokul
ADANA,FEKE,Feke Halk Eğitimi Merkezi,None
ADANA,FEKE,Feke İmam Hatip Ortaokulu,Ortaokul
ADANA,FEKE,FEKE Öğretmenevi ve Akşam Sanat Okulu,None
ADANA,FEKE,Feke Şehit Yeter Şener Anadolu İmam Hatip Lisesi,Lise
ADANA,FEKE,Gaffaruşağı İlkokulu,İlkokul
ADANA,FEKE,Gedikli İlkokulu,İlkokul
ADANA,FEKE,Gürümze İlkokulu,İlkokul
ADANA,FEKE,Hıdıruşağı İlkokulu,İlkokul
ADANA,FEKE,Kaleyüzü İlkokulu,İlkokul
ADANA,FEKE,Karacaoğlan İlkokulu,İlkokul
ADANA,FEKE,Karacaoğlan Ortaokulu,Ortaokul
ADANA,FEKE,Kırıkuşağı İlkokulu,İlkokul
ADANA,FEKE,Kovukçınar İlkokulu,İlkokul
ADANA,FEKE,Lütfiye Ayşe Baytok Yatılı Bölge Ortaokulu,Ortaokul
ADANA,FEKE,Mansurlu İnderesi İlkokulu,İlkokul
ADANA,FEKE,Musalar İlkokulu,İlkokul
ADANA,FEKE,Ormancık İlkokulu,İlkokul
ADANA,FEKE,Ormancık Ortaokulu,Ortaokul
ADANA,FEKE,Oruçlu İlkokulu,İlkokul
ADANA,FEKE,Oruçlu Ortaokulu,Ortaokul
ADANA,FEKE,Paşalı Ortaokulu,Ortaokul
ADANA,FEKE,Şahmuratlı İlkokulu,İlkokul
ADANA,FEKE,Şehit Koray Özel Anadolu Lisesi,Lise
ADANA,FEKE,Süphandere İlkokulu,İlkokul
ADANA,FEKE,Süphandere Ortaokulu,Ortaokul
ADANA,FEKE,Tokmanaklı İlkokulu,İlkokul
ADANA,İMAMOĞLU,23 Nisan Ortaokulu,Ortaokul
ADANA,İMAMOĞLU,Alaybeyi Abdiluşağı İlkokulu,İlkokul
ADANA,İMAMOĞLU,Alaybeyi İlkokulu,İlkokul
ADANA,İMAMOĞLU,Aliler İlkokulu,İlkokul
ADANA,İMAMOĞLU,Atatürk İlkokulu,İlkokul
ADANA,İMAMOĞLU,Ayvalı İlkokulu,İlkokul
ADANA,İMAMOĞLU,Camili İlkokulu,İlkokul
ADANA,İMAMOĞLU,CAMİLİ ORTAOKULU,None
ADANA,İMAMOĞLU,Çörten İlkokulu,İlkokul
ADANA,İMAMOĞLU,Cumhuriyet İlkokulu,İlkokul
ADANA,İMAMOĞLU,Cumhuriyet Ortaokulu,Ortaokul
ADANA,İMAMOĞLU,Fatih Yatılı Bölge Ortaokulu,Ortaokul
ADANA,İMAMOĞLU,Hürriyet İlkokulu,İlkokul
ADANA,İMAMOĞLU,İmamoğlu Anadolu İmam Hatip Lisesi,Lise
ADANA,İMAMOĞLU,İmamoğlu Bilim ve Sanat Merkezi,None
ADANA,İMAMOĞLU,İmamoğlu Halk Eğitimi Merkezi,None
ADANA,İMAMOĞLU,İmamoğlu Öğretmenevi ve Akşam Sanat Okulu Müdürlüğü,None
ADANA,İMAMOĞLU,İstiklal Ortaokulu,Ortaokul
ADANA,İMAMOĞLU,Koyunevi İlkokulu,İlkokul
ADANA,İMAMOĞLU,Koyunevi Ortaokulu,Ortaokul
ADANA,İMAMOĞLU,Lokman Hekim Mesleki ve Teknik Anadolu Lisesi,Lise
ADANA,İMAMOĞLU,Malıhıdırlı İlkokulu,İlkokul
ADANA,İMAMOĞLU,Malıhıdırlı Ortaokulu,Ortaokul
ADANA,İMAMOĞLU,Merkez Menteş İlkokulu,İlkokul
ADANA,İMAMOĞLU,Pekmezci İlkokulu,İlkokul
ADANA,İMAMOĞLU,Saygeçit İlkokulu,İlkokul
ADANA,İMAMOĞLU,Şehit Halis Koca Mesleki ve Teknik Anadolu Lisesi,Lise
ADANA,İMAMOĞLU,Şehit Mehmet Atıcı Anadolu Lisesi,Lise
ADANA,İMAMOĞLU,Şehit Osman Tatar İlkokulu,İlkokul
ADANA,İMAMOĞLU,Şehit Selami Akça imam Hatip Ortaokulu,Ortaokul
ADANA,İMAMOĞLU,ŞEHİT VELİ ATAŞCI İLKOKULU,None
ADANA,İMAMOĞLU,Sevgi Anaokulu,Anaokulu
ADANA,İMAMOĞLU,Sevinçli Şehit Mehmet Erdoğan İlkokulu,İlkokul
ADANA,İMAMOĞLU,Sevinçli Şehit Mehmet Erdoğan Ortaokulu,Ortaokul
ADANA,İMAMOĞLU,Üçtepe İlkokulu,İlkokul
ADANA,İMAMOĞLU,Üçtepe Menteş İlkokulu,İlkokul
ADANA,İMAMOĞLU,Üçtepe Ortaeğriçam İlkokulu,İlkokul
ADANA,İMAMOĞLU,Üçtepe Ortaokulu,Ortaokul
ADANA,İMAMOĞLU,Yavuz Sultan Selim Ortaokulu,Ortaokul
ADANA,İMAMOĞLU,Yunus Emre Anaokulu,Anaokulu
ADANA,İMAMOĞLU,Zübeyde Hanım Anaokulu,Anaokulu
ADANA,KARAİSALI,1 Nisan Yatılı Bölge Ortaokulu,Ortaokul
ADANA,KARAİSALI,Atatürk Ortaokulu,Ortaokul
ADANA,KARAİSALI,Bekirli İlkokulu,İlkokul
ADANA,KARAİSALI,Beydemir İlkokulu,İlkokul
ADANA,KARAİSALI,Beydemir Ortaokulu,Ortaokul
ADANA,KARAİSALI,Çakallı İlkokulu,İlkokul
ADANA,KARAİSALI,Çatalan İlkokulu,İlkokul
ADANA,KARAİSALI,Çatalan Ortaokulu,Ortaokul
