City,District,School Name,School Type
İSTANBUL,KÜÇÜKÇEKMECE,Yavuz Selim Anadolu İmam Hatip Lisesi,Lise
İSTANBUL,KÜÇÜKÇEKMECE,Yenimahalle İlkokulu,İlkokul
İSTANBUL,KÜÇÜKÇEKMECE,Yeşilyuva İlkokulu,İlkokul
İSTANBUL,KÜÇÜKÇEKMECE,Yeşilyuva Ortaokulu,Ortaokul
İSTANBUL,KÜÇÜKÇEKMECE,Yıldırım Beyazıt Özel Eğitim Anaokulu,Anaokulu
İSTANBUL,KÜÇÜKÇEKMECE,Yunus Emre İlkokulu,İlkokul
İSTANBUL,KÜÇÜKÇEKMECE,Yunus Emre Ortaokulu,Ortaokul
İSTANBUL,KÜÇÜKÇEKMECE,Zehra Mustafa Dalgıç Dış Ticaret Mesleki ve Teknik Anadolu Lisesi,Lise
İSTANBUL,KÜÇÜKÇEKMECE,Ziya Gökalp Anaokulu,Anaokulu
İSTANBUL,KÜÇÜKÇEKMECE,Zübeyde Hanım Anaokulu,Anaokulu
İSTANBUL,KÜÇÜKÇEKMECE,Zühtü Şenyuva İlkokulu,İlkokul
İSTANBUL,MALTEPE,50. Yıl Besim Kadırgan İlkokulu,İlkokul
İSTANBUL,MALTEPE,Adnan Kahveci Ortaokulu,Ortaokul
İSTANBUL,MALTEPE,Ahmet Rasim İlkokulu,İlkokul
İSTANBUL,MALTEPE,Albay Niyazi Esen İlkokulu,İlkokul
İSTANBUL,MALTEPE,Albay Niyazi Esen Ortaokulu,Ortaokul
İSTANBUL,MALTEPE,Altay Çeşme İlkokulu,İlkokul
İSTANBUL,MALTEPE,ALTINTEPE İMAM HATİP ORTAOKULU,None
İSTANBUL,MALTEPE,Ataköseoğlu İlkokulu,İlkokul
İSTANBUL,MALTEPE,Atatürk İlkokulu,İlkokul
İSTANBUL,MALTEPE,Atilla Uras Anadolu Lisesi,Lise
İSTANBUL,MALTEPE,Bağlarbaşı İlkokulu,İlkokul
İSTANBUL,MALTEPE,Binbaşı Necati Bey İlkokulu,İlkokul
İSTANBUL,MALTEPE,Celal Avşar Ortaokulu,Ortaokul
İSTANBUL,MALTEPE,Cumhuriyet Ortaokulu,Ortaokul
İSTANBUL,MALTEPE,E.C.A Elginkan Anadolu Lisesi,Lise
İSTANBUL,MALTEPE,Emine-İbrahim Pekin Ortaokulu,Ortaokul
İSTANBUL,MALTEPE,Ertuğrul Gazi Anadolu Lisesi,Lise
İSTANBUL,MALTEPE,Esenkent Ortaokulu,Ortaokul
İSTANBUL,MALTEPE,Evliya Çelebi İlkokulu,İlkokul
İSTANBUL,MALTEPE,Fatih Sultan Mehmet Mesleki ve Teknik Anadolu Lisesi,Lise
İSTANBUL,MALTEPE,Feyzullah-Turgay Ciner Ortaokulu,Ortaokul
İSTANBUL,MALTEPE,Fındıklı Şehit Gökhan Soylu İlkokulu,İlkokul
İSTANBUL,MALTEPE,Girne Anaokulu,Anaokulu
İSTANBUL,MALTEPE,Gülensu İlkokulu,İlkokul
İSTANBUL,MALTEPE,Gülsuyu İlkokulu,İlkokul
İSTANBUL,MALTEPE,Gülsuyu İmam Hatip Ortaokulu,Ortaokul
İSTANBUL,MALTEPE,Güzide Yılmaz İlkokulu,İlkokul
İSTANBUL,MALTEPE,Güzin Dinçkök Ortaokulu,Ortaokul
İSTANBUL,MALTEPE,Halit Armay Anadolu Lisesi,Lise
İSTANBUL,MALTEPE,Halit Armay Anaokulu,Anaokulu
İSTANBUL,MALTEPE,Handan Hayrettin Yelkikanat Mesleki ve Teknik Anadolu Lisesi,Lise
İSTANBUL,MALTEPE,Hasan Şadoğlu Mesleki ve Teknik Anadolu Lisesi,Lise
İSTANBUL,MALTEPE,Hasan Şadoğlu Ortaokulu,Ortaokul
İSTANBUL,MALTEPE,Hülya Oğuz Anaokulu,Anaokulu
İSTANBUL,MALTEPE,İ.Ü. Devlet Konservatuarı Müzik ve Bale Ortaokulu,Ortaokul
İSTANBUL,MALTEPE,İ.Ü. Devlet Konservatuarı Müzik ve Sahne Sanatları Lisesi,Lise
İSTANBUL,MALTEPE,İbb Barbaros Hayrettin Paşa Ortaokulu,Ortaokul
İSTANBUL,MALTEPE,İBB Mahmut Bayram İmam Hatip Ortaokulu,Ortaokul
İSTANBUL,MALTEPE,İmdat Vakfı Dumlupınar Ortaokulu,Ortaokul
İSTANBUL,MALTEPE,İsmet İnönü İlkokulu,İlkokul
İSTANBUL,MALTEPE,İsmet Kuralkan İlkokulu,İlkokul
İSTANBUL,MALTEPE,İsmet Kuralkan Ortaokulu,Ortaokul
İSTANBUL,MALTEPE,Kadir Has Anadolu Lisesi,Lise
İSTANBUL,MALTEPE,Kadir Has İlkokulu,İlkokul
İSTANBUL,MALTEPE,Kadir Rezan Has İlkokulu,İlkokul
İSTANBUL,MALTEPE,Kaşgarlı Mahmut Ortaokulu,Ortaokul
İSTANBUL,MALTEPE,Kazım Tunç İlkokulu,İlkokul
İSTANBUL,MALTEPE,Küçükyalı Askeri Lojmanları Anaokulu,Anaokulu
İSTANBUL,MALTEPE,Küçükyalı E.C.A Elginkan İlkokulu,İlkokul
İSTANBUL,MALTEPE,Küçükyalı Mesleki ve Teknik Anadolu Lisesi,Lise
İSTANBUL,MALTEPE,Küçükyalı Rezan Has Anadolu Lisesi,Lise
İSTANBUL,MALTEPE,Maltepe Adalet Çok Programlı Anadolu Lisesi,Lise
İSTANBUL,MALTEPE,Maltepe Adalet Halk Eğitimi Merkezi,None
İSTANBUL,MALTEPE,Maltepe Ali Nar Anadolu İmam Hatip Lisesi,Lise
İSTANBUL,MALTEPE,Maltepe Fen Lisesi,Lise
İSTANBUL,MALTEPE,Maltepe Halk Eğitimi Merkezi,None
İSTANBUL,MALTEPE,MALTEPE KADİR HAS BİLİM VE SANAT MERKEZİ,None
İSTANBUL,MALTEPE,Maltepe Kız Anadolu İmam Hatip Lisesi,Lise
İSTANBUL,MALTEPE,Maltepe Kız Mesleki ve Teknik Anadolu Lisesi,Lise
İSTANBUL,MALTEPE,Maltepe Mesleki Eğitim Merkezi,None
İSTANBUL,MALTEPE,Maltepe Orhangazi Anadolu İmam Hatip Lisesi,Lise
İSTANBUL,MALTEPE,Maltepe Rehberlik ve Araştırma Merkezi,None
İSTANBUL,MALTEPE,Maltepe Şehit Murat Mertel Özel Eğitim Meslek Okulu,None
İSTANBUL,MALTEPE,Maltepe Sevgi Anaokulu,Anaokulu
İSTANBUL,MALTEPE,Mediha Engizer Meslekî ve Teknik Anadolu Lisesi,Lise
İSTANBUL,MALTEPE,Mehmet Salih Bal Mesleki ve Teknik Anadolu Lisesi,Lise
İSTANBUL,MALTEPE,Muhsine Zeynep Ortaokulu,Ortaokul
İSTANBUL,MALTEPE,Mürüvvet Hanım İlkokulu,İlkokul
İSTANBUL,MALTEPE,Mutluhan-Uzunal-Çolakoğlu Ortaokulu,Ortaokul
İSTANBUL,MALTEPE,Nazmi Duhani İlkokulu,İlkokul
İSTANBUL,MALTEPE,Nezahat Aslan Ekşioğlu İlkokulu,İlkokul
İSTANBUL,MALTEPE,Orhangazi Anadolu Lisesi,Lise
İSTANBUL,MALTEPE,Orhangazi İlkokulu,İlkokul
İSTANBUL,MALTEPE,Osmangazi İmam Hatip Ortaokulu,Ortaokul
İSTANBUL,MALTEPE,Prof. Abdullah Türkoğlu Ortaokulu,Ortaokul
İSTANBUL,MALTEPE,Prof. Dr. Bekir Topaloğlu İmam Hatip Ortaokulu,Ortaokul
İSTANBUL,MALTEPE,Prof. Dr. Mustafa Zengin Ortaokulu,Ortaokul
İSTANBUL,MALTEPE,Şehit Burhan Öner İlkokulu,İlkokul
İSTANBUL,MALTEPE,Şehit Er Çağlar Mengü Anadolu İmam Hatip Lisesi,Lise
İSTANBUL,MALTEPE,Şehit İbrahim Cengiz İmam Hatip Ortaokulu,Ortaokul
İSTANBUL,MALTEPE,Şehit İlhan Varank Fen Lisesi,Lise
İSTANBUL,MALTEPE,Şehit Murat Naiboğlu İmam Hatip Ortaokulu,Ortaokul
İSTANBUL,MALTEPE,Şehit Mustafa Kaymakçı Anadolu İmam Hatip Lisesi,Lise
İSTANBUL,MALTEPE,Şehit Öğr.Nevzat Akdemir İlkokulu,İlkokul
İSTANBUL,MALTEPE,Şehit Osman Yılmaz Kız Anadolu İmam Hatip Lisesi,Lise
İSTANBUL,MALTEPE,Şehit Sevgi Yeşilyurt İmam Hatip Ortaokulu,Ortaokul
İSTANBUL,MALTEPE,Serpil Şahinoğlu Anaokulu,Anaokulu
İSTANBUL,MALTEPE,Sezai Karakoç Anadolu İmam Hatip Lisesi,Lise
İSTANBUL,MALTEPE,Suzan Ahmet Yalkın İlkokulu,İlkokul
İSTANBUL,MALTEPE,Suzan Ahmet Yalkın Ortaokulu,Ortaokul
İSTANBUL,MALTEPE,Tepe İnşaat İlkokulu,İlkokul
İSTANBUL,MALTEPE,TEV Abdullah Nezahat Erboz İlkokulu,İlkokul
İSTANBUL,MALTEPE,TOKİ Maltepe Anadolu Anaokulu,Anaokulu
İSTANBUL,MALTEPE,TOKİ Maltepe Anadolu Lisesi,Lise
İSTANBUL,MALTEPE,Toki Maltepe İlkokulu,İlkokul
İSTANBUL,MALTEPE,Vasfi Rıza Zobu İlkokulu,İlkokul
İSTANBUL,MALTEPE,Yaşar Şadiye Cimilli Kız Anadolu İmam Hatip Lisesi,Lise
İSTANBUL,MALTEPE,Yılmaz Mızrak Ortaokulu,Ortaokul
İSTANBUL,MALTEPE,Zümrütevler Anadolu Lisesi,Lise
İSTANBUL,MALTEPE,Zümrütevler İlkokulu,İlkokul
İSTANBUL,PENDİK,700. Yıl Ortaokulu,Ortaokul
İSTANBUL,PENDİK,75.Yıl Mesut Yılmaz İlkokulu,İlkokul
İSTANBUL,PENDİK,80.Yıl Nuh Çimento Anadolu Lisesi,Lise
İSTANBUL,PENDİK,Abdullah Acar Ortaokulu,Ortaokul
İSTANBUL,PENDİK,Abdurrahman Gürses Anadolu İmam Hatip Lisesi,Lise
İSTANBUL,PENDİK,Abdurrahmangazi İlkokulu,İlkokul
İSTANBUL,PENDİK,Abdurrahmangazi Ortaokulu,Ortaokul
İSTANBUL,PENDİK,Adil Erdem Bayazıt Ortaokulu,Ortaokul
İSTANBUL,PENDİK,Ahmet Kutsi Tecer İlkokulu,İlkokul
İSTANBUL,PENDİK,Ahmet Yesevi İlkokulu,İlkokul
İSTANBUL,PENDİK,Ahmet Yesevi Kız Anadolu İmam Hatip Lisesi,Lise
İSTANBUL,PENDİK,Alemdarpaşa Ortaokulu,Ortaokul
İSTANBUL,PENDİK,Ali Yakup Cenkçiler Anadolu İmam Hatip Lisesi,Lise
İSTANBUL,PENDİK,Alparslan Anadolu Lisesi,Lise
İSTANBUL,PENDİK,Artukbey İlkokulu,İlkokul
İSTANBUL,PENDİK,AŞIK ŞENLİK İLKOKULU,None
İSTANBUL,PENDİK,AŞIK ŞENLİK ORTAOKULU,None
İSTANBUL,PENDİK,Atatürk İlkokulu,İlkokul
İSTANBUL,PENDİK,Atatürk Ortaokulu,Ortaokul
İSTANBUL,PENDİK,Buhara İlkokulu,İlkokul
İSTANBUL,PENDİK,Cahit Zarifoğlu Ortaokulu,Ortaokul
İSTANBUL,PENDİK,Çamçeşme İlkokulu,İlkokul
İSTANBUL,PENDİK,ÇAMÇEŞME İMAM HATİP ORTAOKULU,None
İSTANBUL,PENDİK,Çamlık İlkokulu,İlkokul
İSTANBUL,PENDİK,ÇAVUŞOĞLU İSMAİL YEŞİLYURT İMAM HATİP ORTAOKULU,None
İSTANBUL,PENDİK,Cemil Meriç Ortaokulu,Ortaokul
İSTANBUL,PENDİK,Cemile Çopuroğlu Ortaokulu,Ortaokul
İSTANBUL,PENDİK,Elka Ortaokulu,Ortaokul
İSTANBUL,PENDİK,Enver Çelik İlkokulu,İlkokul
İSTANBUL,PENDİK,Ercan Görür İlkokulu,İlkokul
İSTANBUL,PENDİK,Ercan Görür İmam Hatip Ortaokulu,Ortaokul
İSTANBUL,PENDİK,Ercan Görür Ortaokulu,Ortaokul
İSTANBUL,PENDİK,Ergenekon İlkokulu,İlkokul
İSTANBUL,PENDİK,Ergenekon Ortaokulu,Ortaokul
İSTANBUL,PENDİK,Erol Türker İlkokulu,İlkokul
İSTANBUL,PENDİK,Erol Türker Ortaokulu,Ortaokul
İSTANBUL,PENDİK,Ertuğrulgazi İlkokulu,İlkokul
İSTANBUL,PENDİK,Esenyalı Turgut Reis İlkokulu,İlkokul
İSTANBUL,PENDİK,FARUK DEMİRBAĞ İMAM HATİP ORTAOKULU,None
İSTANBUL,PENDİK,Faruk Demirbağ Ortaokulu,Ortaokul
İSTANBUL,PENDİK,Faruk Nafiz Çamlıbel Anadolu İmam Hatip Lisesi,Lise
İSTANBUL,PENDİK,Fatih Sultan Mehmet Ortaokulu,Ortaokul
İSTANBUL,PENDİK,Fatma Gözen Eralp İlkokulu,İlkokul
İSTANBUL,PENDİK,FATMA GÖZEN ERALP İMAM HATİP ORTAOKULU,None
İSTANBUL,PENDİK,Fatma Gözen Eralp Ortaokulu,Ortaokul
İSTANBUL,PENDİK,Fethi Gemuhluoğlu İlkokulu,İlkokul
İSTANBUL,PENDİK,Fethi Gemuhluoğlu Ortaokulu,Ortaokul
İSTANBUL,PENDİK,Fuat Köprülü İlkokulu,İlkokul
İSTANBUL,PENDİK,Gönüllü Hizmet Vakfı İnal Aydınoğlu Sosyal Bilimler Lisesi,Lise
İSTANBUL,PENDİK,Gönüllü Hizmet Vakfı Mustafa Saffet Fen Lisesi,Lise
İSTANBUL,PENDİK,Gülizar Zeki Obdan Anadolu Lisesi,Lise
İSTANBUL,PENDİK,Gülizar Zeki Obdan İlkokulu,İlkokul
İSTANBUL,PENDİK,Güzelyalı İmam Hatip Ortaokulu,Ortaokul
İSTANBUL,PENDİK,Hala Sultan İmam Hatip Ortaokulu,Ortaokul
İSTANBUL,PENDİK,Hezarfen Mesleki ve Teknik Anadolu Lisesi,Lise
İSTANBUL,PENDİK,Hulusi Özkul İmam Hatip Ortaokulu,Ortaokul
İSTANBUL,PENDİK,İsa Yusuf Alptekin İlkokulu,İlkokul
İSTANBUL,PENDİK,İsa Yusuf Alptekin Ortaokulu,Ortaokul
İSTANBUL,PENDİK,İsmail Biçer Anadolu İmam Hatip Lisesi,Lise
İSTANBUL,PENDİK,Kavakpınar İlkokulu,İlkokul
İSTANBUL,PENDİK,Kaynarca İmam Hatip Ortaokulu,Ortaokul
İSTANBUL,PENDİK,Kaynarca Kız Anadolu İmam Hatip Lisesi,Lise
İSTANBUL,PENDİK,Kaynarca Şevket Sabancı Anadolu Lisesi,Lise
İSTANBUL,PENDİK,Kazım Karabekir İlkokulu,İlkokul
İSTANBUL,PENDİK,Kazım Karabekir İmam Hatip Ortaokulu,Ortaokul
İSTANBUL,PENDİK,Kazım Karabekir Ortaokulu,Ortaokul
İSTANBUL,PENDİK,Kılıçaslan Ortaokulu,Ortaokul
İSTANBUL,PENDİK,Kırımlı Fazilet Olcay Anadolu Lisesi,Lise
İSTANBUL,PENDİK,Koca Yusuf Anadolu İmam Hatip Lisesi,Lise
İSTANBUL,PENDİK,Kurtdoğmuş İlkokulu,İlkokul
İSTANBUL,PENDİK,Kurtköy Anadolu İmam Hatip Lisesi,Lise
İSTANBUL,PENDİK,Kurtköy Anadolu Lisesi,Lise
İSTANBUL,PENDİK,Kurtköy İlkokulu,İlkokul
İSTANBUL,PENDİK,Lütfi Doğan Kız Anadolu İmam Hatip Lisesi,Lise
İSTANBUL,PENDİK,Mahir İz İlkokulu,İlkokul
İSTANBUL,PENDİK,Mareşal Fevzi Çakmak İlkokulu,İlkokul
İSTANBUL,PENDİK,Marmara Üniversitesi Abdülkadir Meragi Güzel Sanatlar Lisesi,Lise
İSTANBUL,PENDİK,Marmara Üniversitesi Pendik Eğitim ve Araştırma Hastanesi Kopuzlar Vakfı Anaokulu,Anaokulu
İSTANBUL,PENDİK,Mehmed Zahid Kotku Kız Anadolu İmam Hatip Lisesi,Lise
İSTANBUL,PENDİK,Mehmet Akif Ersoy Ortaokulu,Ortaokul
İSTANBUL,PENDİK,Melek Aknil Çok Programlı Anadolu Lisesi,Lise
İSTANBUL,PENDİK,Milli Eğitim Vakfı İlkokulu,İlkokul
İSTANBUL,PENDİK,Minik Tayfalar Anaokulu,Anaokulu
İSTANBUL,PENDİK,Muhsin Yazıcıoğlu Ortaokulu,Ortaokul
İSTANBUL,PENDİK,Mustafa Celalettin Beyzadeoğlu Anaokulu,Anaokulu
İSTANBUL,PENDİK,Mustafa Karuşağı İlkokulu,İlkokul
İSTANBUL,PENDİK,Mustafa Kutlu İlkokulu,İlkokul
İSTANBUL,PENDİK,Namık Kemal İlkokulu,İlkokul
İSTANBUL,PENDİK,Necip Fazıl Kısakürek Ortaokulu,Ortaokul
İSTANBUL,PENDİK,NURETTİN TOPÇU KIZ ANADOLU İMAM HATİP LİSESİ,None
İSTANBUL,PENDİK,Nuri Demirağ Mesleki ve Teknik Anadolu Lisesi,Lise
İSTANBUL,PENDİK,Nurullah Genç İlkokulu,İlkokul
İSTANBUL,PENDİK,Öğretmen İbrahim Öztürk İlkokulu,İlkokul
İSTANBUL,PENDİK,Öğretmenevleri İlkokulu,İlkokul
İSTANBUL,PENDİK,Öğretmenevleri Ortaokulu,Ortaokul
İSTANBUL,PENDİK,Ömer Çam Anadolu İmam Hatip Lisesi,Lise
İSTANBUL,PENDİK,Ömer Çam İmam Hatip Ortaokulu,Ortaokul
İSTANBUL,PENDİK,Ömer Öztop Kız Anadolu İmam Hatip Lisesi,Lise
İSTANBUL,PENDİK,ORHAN SİNAN HAMZAOĞLU İMAM HATİP ORTAOKULU,None
İSTANBUL,PENDİK,Orhan Sinan Hamzaoğlu Ortaokulu,Ortaokul
İSTANBUL,PENDİK,Orhangazi İmam Hatip Ortaokulu,Ortaokul
İSTANBUL,PENDİK,Orhangazi Ortaokulu,Ortaokul
İSTANBUL,PENDİK,Osmangazi İlkokulu,İlkokul
İSTANBUL,PENDİK,Pendik Anadolu Lisesi,Lise
İSTANBUL,PENDİK,Pendik Barbaros Hayrettin Paşa Denizcilik Mesleki ve Teknik Anadolu Lisesi,Lise
İSTANBUL,PENDİK,Pendik Bilim ve Sanat Merkezi,None
İSTANBUL,PENDİK,Pendik Borsa İstanbul Mesleki ve Teknik Anadolu Lisesi,Lise
İSTANBUL,PENDİK,Pendik Fatih Anadolu Lisesi,Lise
İSTANBUL,PENDİK,Pendik Halil Kaya Gedik Metal Teknolojisi Mesleki ve Teknik Anadolu Lisesi,Lise
İSTANBUL,PENDİK,Pendik Halk Eğitimi Merkezi,None
İSTANBUL,PENDİK,PENDİK İTO ÖZEL EĞİTİM UYGULAMA MERKEZİ I. KADEME,None
İSTANBUL,PENDİK,PENDİK İTO ÖZEL EĞİTİM UYGULAMA MERKEZİ II. KADEME,None
İSTANBUL,PENDİK,Pendik İTO Özel Eğitim Uygulama Okulu III. Kademe,None
İSTANBUL,PENDİK,Pendik İTO Şehit Ahmet Aslanhan Anadolu İmam Hatip Lisesi,Lise
İSTANBUL,PENDİK,Pendik İTO Ticaret Mesleki ve Teknik Anadolu Lisesi,Lise
İSTANBUL,PENDİK,Pendik Kardelen Anaokulu,Anaokulu
İSTANBUL,PENDİK,Pendik Merkez İlkokulu,İlkokul
İSTANBUL,PENDİK,Pendik Merkez İmam Hatip Ortaokulu,Ortaokul
İSTANBUL,PENDİK,Pendik Mesleki Eğitim Merkezi,None
İSTANBUL,PENDİK,Pendik Mesleki ve Teknik Anadolu Lisesi,Lise
İSTANBUL,PENDİK,Pendik Nuh Kuşçulu Seramik ve Cam Teknolojisi Mesleki ve Teknik Anadolu Lisesi,Lise
İSTANBUL,PENDİK,Pendik Ömer Nasuhi Bilmen İmam Hatip Ortaokulu,Ortaokul
İSTANBUL,PENDİK,Pendik Özel Eğitim Anaokulu,Anaokulu
İSTANBUL,PENDİK,Pendik Rehberlik ve Araştırma Merkezi,None
İSTANBUL,PENDİK,Pendik Sabahattin Zaim İmam Hatip Ortaokulu,Ortaokul
İSTANBUL,PENDİK,Pendik Türk Telekom Şehit Murat Mertel Mesleki ve Teknik Anadolu Lisesi,Lise
İSTANBUL,PENDİK,Pendik Yunus Emre Ticaret Mesleki ve Teknik Anadolu Lisesi,Lise
İSTANBUL,PENDİK,Prof. Dr. Hulusi Behçet Anadolu Lisesi,Lise
İSTANBUL,PENDİK,Prof. Dr. Necmettin Erbakan İmam Hatip Ortaokulu,Ortaokul
İSTANBUL,PENDİK,Prof.Dr.Erol Güngör Ortaokulu,Ortaokul
İSTANBUL,PENDİK,Prof.Dr.Muhammet Tayyip Okiç Anadolu İmam Hatip Lisesi,Lise
İSTANBUL,PENDİK,Rasim Özdenören Anadolu Lisesi,Lise
İSTANBUL,PENDİK,Rauf Denktaş Mesleki ve Teknik Anadolu Lisesi,Lise
İSTANBUL,PENDİK,Şehit Adil Büyükcengiz Anadolu İmam Hatip Lisesi,Lise
İSTANBUL,PENDİK,Şehit Ömer Öner İlkokulu,İlkokul
İSTANBUL,PENDİK,Şehit Piyade Er Ayhan Kasımoğlu İlkokulu,İlkokul
İSTANBUL,PENDİK,Şehit Selçuk Beki Ortaokulu,Ortaokul
İSTANBUL,PENDİK,Şehit Yalçın Aran Ortaokulu,Ortaokul
İSTANBUL,PENDİK,Selçuk Eraydın İmam Hatip Ortaokulu,Ortaokul
İSTANBUL,PENDİK,Semiha Kıraç İlkokulu,İlkokul
İSTANBUL,PENDİK,Semiha Kıraç Ortaokulu,Ortaokul
İSTANBUL,PENDİK,Şemsi Tebrizi İmam Hatip Ortaokulu,Ortaokul
İSTANBUL,PENDİK,Şeyhli İlkokulu,İlkokul
İSTANBUL,PENDİK,Şeyhli Ortaokulu,Ortaokul
İSTANBUL,PENDİK,Seyit Burhan Toprak İlkokulu,İlkokul
İSTANBUL,PENDİK,Sezai Karakoç İmam Hatip Ortaokulu,Ortaokul
İSTANBUL,PENDİK,Şule Yüksel Şenler Kız Anadolu İmam Hatip Lisesi,Lise
İSTANBUL,PENDİK,Süleyman Cem Bıyık İlkokulu,İlkokul
İSTANBUL,PENDİK,Süleyman Cem Bıyık Ortaokulu,Ortaokul
İSTANBUL,PENDİK,Süleyman Yazıcı İmam Hatip Ortaokulu,Ortaokul
İSTANBUL,PENDİK,Sultan Abdülhamit Han Ortaokulu,Ortaokul
İSTANBUL,PENDİK,Süreyyapaşa İlkokulu,İlkokul
İSTANBUL,PENDİK,Tahir Kaya İmam Hatip Ortaokulu,Ortaokul
İSTANBUL,PENDİK,Tarık Buğra Anadolu Lisesi,Lise
İSTANBUL,PENDİK,Teknopark İstanbul Mesleki ve Teknik Anadolu Lisesi,Lise
İSTANBUL,PENDİK,Tevfik İleri İlkokulu,İlkokul
İSTANBUL,PENDİK,Tevfik İleri İmam Hatip Ortaokulu,Ortaokul
İSTANBUL,PENDİK,Tuba Şehitleri İmam Hatip Ortaokulu,Ortaokul
İSTANBUL,PENDİK,Tunalar Kızılay Anaokulu,Anaokulu
İSTANBUL,PENDİK,Turgut Özal Anadolu Lisesi,Lise
İSTANBUL,PENDİK,Uluslararası Pendik Kız Anadolu İmam Hatip Lisesi,Lise
İSTANBUL,PENDİK,Velibaba İlkokulu,İlkokul
İSTANBUL,PENDİK,Velibaba Kız Mesleki ve Teknik Anadolu Lisesi,Lise
İSTANBUL,PENDİK,Velibaba Ortaokulu,Ortaokul
İSTANBUL,PENDİK,Yavuz Sultan Selim Anadolu Lisesi,Lise
İSTANBUL,PENDİK,Yayalar İlkokulu,İlkokul
İSTANBUL,PENDİK,Yayalar Ortaokulu,Ortaokul
İSTANBUL,PENDİK,Yıldırım Beyazıt İlkokulu,İlkokul
İSTANBUL,PENDİK,YILDIRIM BEYAZIT İMAM HATİP ORTAOKULU,None
İSTANBUL,PENDİK,Yıldırım Beyazıt Ortaokulu,Ortaokul
İSTANBUL,PENDİK,Zübeyde Hanım İlkokulu,İlkokul
İSTANBUL,PENDİK,ZÜBEYDE HANIM İMAM HATİP ORTAOKULU,None
İSTANBUL,SANCAKTEPE,15 Temmuz Şehitleri İmam Hatip Ortaokulu,Ortaokul
İSTANBUL,SANCAKTEPE,60. Yıl Sarıgazi İlkokulu,İlkokul
İSTANBUL,SANCAKTEPE,60. Yıl Sarıgazi İmam Hatip Ortaokulu,Ortaokul
İSTANBUL,SANCAKTEPE,60.Yıl Sarıgazi Ortaokulu,Ortaokul
İSTANBUL,SANCAKTEPE,75. Yıl Cumhuriyet Ortaokulu,Ortaokul
İSTANBUL,SANCAKTEPE,Abdurrahmangazi İmam Hatip Ortaokulu,Ortaokul
İSTANBUL,SANCAKTEPE,Ayşe Çarmıklı İlkokulu,İlkokul
İSTANBUL,SANCAKTEPE,Ayşe Çarmıklı Ortaokulu,Ortaokul
İSTANBUL,SANCAKTEPE,Beyhan Şenyuva İmam Hatip Ortaokulu,Ortaokul
İSTANBUL,SANCAKTEPE,Beyhan Şenyuva Ortaokulu,Ortaokul
İSTANBUL,SANCAKTEPE,Borsa İstanbul Muhsin Yazıcıoğlu Anadolu İmam Hatip Lisesi,Lise
İSTANBUL,SANCAKTEPE,Cengiz Topel İlkokulu,İlkokul
İSTANBUL,SANCAKTEPE,Cengiz Topel Ortaokulu,Ortaokul
İSTANBUL,SANCAKTEPE,Fehmi Yılmaz Mesleki ve Teknik Anadolu Lisesi,Lise
İSTANBUL,SANCAKTEPE,Hisar Yapı İlkokulu,İlkokul
İSTANBUL,SANCAKTEPE,Hürkuş Özel Eğitim Anaokulu,Anaokulu
İSTANBUL,SANCAKTEPE,Hüseyin Temizel İlkokulu,İlkokul
İSTANBUL,SANCAKTEPE,Hüseyin Tolgacan Sipahi Ortaokulu,Ortaokul
İSTANBUL,SANCAKTEPE,İbni Sina İlkokulu,İlkokul
İSTANBUL,SANCAKTEPE,İbni Sina Ortaokulu,Ortaokul
İSTANBUL,SANCAKTEPE,İstanbul Sanayi Odası 100. Yıl Cumhuriyet Anaokulu,Anaokulu
İSTANBUL,SANCAKTEPE,Kemal Türkler Anaokulu,Anaokulu
İSTANBUL,SANCAKTEPE,Kemal Türkler İlkokulu,İlkokul
İSTANBUL,SANCAKTEPE,Küçük Ülkü İlkokulu,İlkokul
İSTANBUL,SANCAKTEPE,Mavi Kuş Anaokulu,Anaokulu
İSTANBUL,SANCAKTEPE,Mustafa Karaşahin İlkokulu,İlkokul
İSTANBUL,SANCAKTEPE,Nermin Ahmet Hasoğlu Kız Anadolu İmam Hatip Lisesi,Lise
İSTANBUL,SANCAKTEPE,Nermin Ahmet Hasoğlu Ortaokulu,Ortaokul
İSTANBUL,SANCAKTEPE,Niyazi Sayın Bilim ve Sanat Merkezi,None
İSTANBUL,SANCAKTEPE,Öğretmen Sezai Acartürk Anaokulu,Anaokulu
İSTANBUL,SANCAKTEPE,Ortadağ Ortaokulu,Ortaokul
İSTANBUL,SANCAKTEPE,Osmangazi İlkokulu,İlkokul
İSTANBUL,SANCAKTEPE,Paşaköy İlkokulu,İlkokul
İSTANBUL,SANCAKTEPE,PAŞAKÖY ORTAOKULU,None
İSTANBUL,SANCAKTEPE,Perran Kutman Sarıtaş İlkokulu,İlkokul
İSTANBUL,SANCAKTEPE,Perran Kutman Sarıtaş Ortaokulu,Ortaokul
İSTANBUL,SANCAKTEPE,Rabia Kız Anadolu İmam Hatip Lisesi,Lise
İSTANBUL,SANCAKTEPE,Sabedin Türker İlkokulu,İlkokul
İSTANBUL,SANCAKTEPE,Samandıra Kız Anadolu İmam Hatip Lisesi,Lise
İSTANBUL,SANCAKTEPE,Samandıra Mesleki ve Teknik Anadolu Lisesi,Lise
İSTANBUL,SANCAKTEPE,Samandıra Ortaokulu,Ortaokul
